label,feature,mean,std,q10,q25,q50,q75,q90,min,max
a,ring_pinky_tip_distance,0.23218928252003695,0.0408135244778051,0.19237007945775986,0.2102141752839088,0.22861725836992258,0.2501750141382217,0.2684386491775512,0.1426733881235122,0.8025745749473572
a,thumb_middle_tip_distance,0.863902764139991,0.15597812091480395,0.6883906841278076,0.7678789794445038,0.8537453711032867,0.9430989623069763,1.0304748773574832,0.42011559009552,2.22690749168396
a,thumb_ring_tip_distance,1.060919594725496,0.161383995935224,0.8894685447216034,0.9738028496503829,1.055670440196991,1.1381083726882935,1.223340117931366,0.3285847306251526,2.516965389251709
a,thumb_pinky_tip_distance,1.2394005964461126,0.17092422381354455,1.0575600862503052,1.154736936092377,1.2335371375083923,1.3216435313224792,1.4046001195907591,0.5098717212677002,2.728583574295044
b,thumb_cmc_angle,0.7893479487546565,0.030628284059689655,0.7508580955416562,0.7702930047087091,0.7888978067185951,0.8086848937535196,0.8287861711077261,0.6978029834783855,0.944973306871674
b,thumb_mcp_angle,0.6830465943856416,0.0620332717472403,0.6106410903663329,0.6457330351156093,0.6811298750625362,0.7150973389200674,0.7536813095258283,0.5130868094956532,0.9475474318984112
b,thumb_ip_angle,0.7941831177487436,0.07433617364113304,0.6979576183328564,0.7450044296359009,0.7925513204327754,0.8509465301590644,0.8930395922313731,0.5883503980001796,0.9968071521668012
b,index_pip_angle,0.959271761145266,0.019599856361419456,0.9397424112390602,0.9507152887177646,0.9615463000442604,0.9705132098711535,0.977334722348723,0.6091117635349519,0.996300674243954
b,index_dip_angle,0.9761680119832604,0.011497205194928903,0.9661990272437085,0.9708800532413164,0.9761322805475796,0.9814855423063895,0.9878187761096406,0.7466773687029535,0.9986098376775852
b,middle_pip_angle,0.9620513421916991,0.023023760800796954,0.9470869877051835,0.9554846841556357,0.9641251967088637,0.9718555229727344,0.9779429519927563,0.5608363359051955,0.9957137937493492
b,middle_dip_angle,0.9819643656484774,0.011698468284368158,0.9744573303773666,0.978238659398079,0.9822666786674372,0.986946883883406,0.9906638013274621,0.7800415219379616,1.0
b,ring_pip_angle,0.9676660763477659,0.02356105369037971,0.9490644435540153,0.9592054167588762,0.9701513586702648,0.978634204724652,0.985563913146836,0.5632587348848089,0.998377316223114
b,ring_dip_angle,0.978591081240249,0.01174123784633328,0.9705198217467129,0.9748236247930586,0.9793368621707386,0.9835738193373866,0.9875160677379318,0.7904414366901661,0.9997307964297596
b,pinky_pip_angle,0.9601685982972893,0.018092069648661207,0.9468751866094867,0.9538915963272494,0.9613874605167388,0.9678752645866349,0.9739005058192396,0.6444356859542699,0.9906748292107695
b,pinky_dip_angle,0.9804286203536081,0.015184151428392384,0.9687551456236946,0.9747828368151099,0.9817856072390736,0.9877074089715367,0.9925699244189032,0.7268814055694268,0.999635496633731
b,thumb_index_tip_distance,1.1002147583979665,0.16922418721025925,0.9211410045623779,0.9844678640365601,1.0796722173690796,1.2117894887924194,1.3047507524490356,0.3360456228256225,2.173961639404297
b,index_middle_tip_distance,0.242328937779615,0.06309023674661807,0.1988430112600326,0.2169324606657028,0.2361884862184524,0.2571595311164856,0.2813332676887512,0.0586020871996879,1.4845163822174072
b,middle_ring_tip_distance,0.2350516812225006,0.043276826735835515,0.1898408770561218,0.2084061726927757,0.2303147166967392,0.2569229006767273,0.28330550193786613,0.0216116681694984,0.4956332445144653
b,ring_pinky_tip_distance,0.36332016867103845,0.05813082833768146,0.30086269974708557,0.3235594779253006,0.3579423725605011,0.3938238173723221,0.4266571998596191,0.1321594566106796,0.6856771111488342
b,thumb_middle_tip_distance,1.171578127933427,0.16857946458717354,0.9916710138320922,1.0602654218673706,1.1460838317871094,1.2697280645370483,1.3839311838150024,0.3746772706508636,2.273948907852173
b,thumb_ring_tip_distance,1.0263751524073348,0.15913932293011998,0.8574702024459839,0.9260431230068207,1.0063124895095823,1.1142907738685608,1.2099323272705078,0.3854726552963257,2.181608200073242
b,thumb_pinky_tip_distance,0.7610890228003074,0.14559200924428295,0.6209402799606323,0.6759773790836334,0.7397799491882324,0.8232765793800354,0.9134473919868469,0.4310278594493866,2.1455979347229004
c,thumb_cmc_angle,0.8632293453326588,0.03956084287422273,0.815234742254123,0.8386396120675474,0.8642213630123157,0.8878807248974468,0.9112625884046347,0.7130776792311853,0.9897050813076824
c,thumb_mcp_angle,0.9053808553474205,0.02888622672038641,0.8700350369798451,0.8852732330879309,0.9048761675026344,0.9238553833437269,0.9438915045031419,0.8266564137149719,0.9828874461468782
c,thumb_ip_angle,0.9564820562293141,0.0319126002361939,0.9169170067207725,0.9375444603125449,0.9623002097651682,0.9808934681976608,0.9911688514445879,0.8095252111554304,0.9991416385074444
c,index_pip_angle,0.763881895012536,0.09350599484859895,0.6436381188663813,0.6993789304234191,0.7622954665101611,0.822025414237275,0.8937678284800743,0.478564240818758,0.9846763673494232
c,index_dip_angle,0.8813712461951334,0.04820136878846484,0.8209270421837778,0.8476369107514702,0.8832167327294914,0.9166033657541004,0.9443279397499228,0.720993341803726,0.9928023213548284
c,middle_pip_angle,0.741368991613136,0.09283178909572394,0.6302070844174206,0.6830023850247005,0.7368089736170504,0.7951795338965288,0.870684434412184,0.4458600235271276,0.988846688342232
c,middle_dip_angle,0.857890125349849,0.05285113491524499,0.7895906823555618,0.821296536287312,0.8580551770443634,0.8909479182389414,0.9337614506766959,0.7076111659994364,0.993266196955762
c,ring_pip_angle,0.7486492182773943,0.09529672337604232,0.6372769989024104,0.6927999607300244,0.7460929920964567,0.8089758372362245,0.8851483290321149,0.2179257304530795,0.993589680576718
c,ring_dip_angle,0.8686749635986167,0.048132860670407354,0.8061442169496047,0.8370410227018799,0.8664497037522962,0.8975745994629881,0.939336674688472,0.7228834489419736,0.9898724845174168
c,pinky_pip_angle,0.8245980147738766,0.07972125658937934,0.7280554473201436,0.7821823029362189,0.824286305608757,0.8772180891811212,0.927096789694013,0.114814493748209,0.971648296403018
